#clustering band1 band2 band3 band4 b_width damp pref km_in inertia score n_clust total_objects c_1 c_2 c_3 c_4 c_5 c_6 c_7 c_8 c_9 c_10 c_11 c_12 c_13 c_14 c_15 c_16 c_17 c_18 c_19 c_20 c_21 c_22 c_23 c_24 c_25 c_26 c_27 c_28 c_29 c_30 c_31 c_32 c_33 c_34 c_35 c_36 c_37 c_38 c_39 c_40
meanshift mag05_225 mag05_336 mag05_438 mag05_555 0.9000 N/A N/A N/A N/A 0.787281782562 2 14943 14936     7     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
kmeans mag05_225 mag05_336 mag05_438 mag05_555 N/A N/A N/A experiments.txt 1026.59521376 0.415192346418 3 14943 7423 6112 1408    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
meanshift mag05_225 mag05_336 mag05_438 mag05_555 0.5000 N/A N/A N/A N/A 0.680163910129 5 14943 14830    96    14     2     1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
kmeans mag05_225 mag05_336 mag05_438 mag05_555 N/A N/A N/A experiments.txt 803.206734734 0.368296498053 4 14943 6415 4855 2913  760    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
meanshift mag05_225 mag05_336 mag05_438 mag05_555 0.6000 N/A N/A N/A N/A 0.721140091008 4 14943 14829   106     7     1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
kmeans mag05_225 mag05_336 mag05_438 mag05_555 N/A N/A N/A experiments.txt 676.662219666 0.338693530386 5 14943 5665 3813 3484 1579  402    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
meanshift mag05_225 mag05_336 mag05_438 mag05_555 0.7000 N/A N/A N/A N/A 0.787281782562 2 14943 14936     7     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
kmeans mag05_225 mag05_336 mag05_438 mag05_555 N/A N/A N/A experiments.txt 588.827485106 0.341989052018 6 14943 4419 3412 3232 1988 1502  390    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
meanshift mag05_225 mag05_336 mag05_438 mag05_555 1.0000 N/A N/A N/A N/A 0.787281782562 2 14943 14936     7     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
kmeans mag05_225 mag05_336 mag05_438 mag05_555 N/A N/A N/A experiments.txt 517.13121876 0.327588810892 7 14943 4232 3747 2279 2173 1359  977  176    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
meanshift mag05_225 mag05_336 mag05_438 mag05_555 0.8000 N/A N/A N/A N/A 0.787281782562 2 14943 14936     7     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
kmeans mag05_225 mag05_336 mag05_438 mag05_555 N/A N/A N/A experiments.txt 468.237374409 0.323892699349 8 14943 3535 3141 2666 2437 1829  815  351  169    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
