# clustering total_clust clust_num n_obj t_scr c_scr rms avg_dist max_dist min_dist stdev cen_1 cen_2 avg_col_1 avg_col_2
meanshift 10 1 13560 0.404693882968 0.412076272016 0.3570 0.6083  2.7794 0.0000 0.3565 -0.17862081638 -0.0733678960494  -0.0657 0.0249
meanshift 10 2 309 0.404693882968 0.00206492932664 1.1394 0.9092  3.3699 0.0014 0.6680 0.86075 2.1175  0.5255 1.3206
meanshift 10 3 65 0.404693882968 0.685076186431 1.6321 0.5911  1.9206 0.0197 0.8547 3.464 0.93975  2.1650 0.6158
meanshift 10 4 13 0.404693882968 0.234117221525 1.0555 0.5134  1.3360 0.0144 1.0353 -1.87633333333 0.835333333333  -1.1944 0.7835
meanshift 10 5 19 0.404693882968 0.265523331241 0.8620 0.4483  1.1300 0.0280 0.7337 -1.74466666667 0.138  -1.1395 0.2346
meanshift 10 6 1 0.404693882968 1.0 N/A N/A N/A N/A 0.9185 -2.036 -0.199  -2.0360 -0.1990
meanshift 10 7 1 0.404693882968 1.0 N/A N/A N/A N/A 1.9760 -3.682 0.27  -3.6820 0.2700
meanshift 10 8 128 0.404693882968 0.471590867981 1.2215 0.5457  1.8738 0.0051 1.0813 -1.409 1.77  -0.4630 1.5995
meanshift 10 9 1 0.404693882968 1.0 N/A N/A N/A N/A 1.6295 -2.621 0.638  -2.6210 0.6380
meanshift 10 10 1 0.404693882968 1.0 N/A N/A N/A N/A 1.3565 -2.469 0.244  -2.4690 0.2440
kmeans 3 1 2100 0.447025422507 0.276201667361 0.6455 0.6042  3.9825 0.0010 0.5818 -0.165632030505 0.725211630124  -0.1656 0.7249
kmeans 3 2 9355 0.447025422507 0.507599336924 0.2875 0.4026  4.3315 0.0000 0.2339 -0.211077984596 -0.123591784339  -0.2107 -0.1235
kmeans 3 3 2643 0.447025422507 0.368350021989 0.5803 0.5478  3.4468 0.0010 0.3919 0.612996606335 0.241196832579  0.6144 0.2416
meanshift 6 1 13608 0.528880430996 0.536837877606 0.3599 0.6125  2.7471 0.0000 0.3594 -0.167874344429 -0.0603274108959  -0.0675 0.0283
meanshift 6 2 85 0.528880430996 0.724335204763 1.5603 0.5693  1.9656 0.0191 0.8034 3.29483333333 0.971333333333  2.0599 0.6152
meanshift 6 3 8 0.528880430996 0.380384952103 1.3665 0.7653  1.6287 0.2615 1.0753 -2.0626 0.245  -1.8429 0.1564
meanshift 6 4 361 0.528880430996 0.198267448009 1.1810 0.9150  3.2804 0.0014 0.8000 0.86075 2.1175  0.2764 1.4613
meanshift 6 5 35 0.528880430996 0.39086734179 1.1082 0.6718  1.9486 0.0144 1.1040 -1.87633333333 0.835333333333  -0.9367 1.1296
meanshift 6 6 1 0.528880430996 1.0 N/A N/A N/A N/A 1.9760 -3.682 0.27  -3.6820 0.2700
kmeans 4 1 6180 0.344119505172 0.363725552818 0.3411 0.3618  4.3117 0.0000 0.2227 -0.326845841455 -0.191392949968  -0.3264 -0.1904
kmeans 4 2 5157 0.344119505172 0.343014948302 0.2133 0.3495  1.4640 0.0010 0.1966 0.0799992282462 0.0837217827513  0.0818 0.0836
kmeans 4 3 1295 0.344119505172 0.348511038783 0.7784 0.5733  3.1277 0.0010 0.4481 0.907477220077 0.364028571429  0.9076 0.3653
kmeans 4 4 1466 0.344119505172 0.261475432393 0.7387 0.6317  3.5457 0.0010 0.6547 -0.186299180328 0.873415300546  -0.1876 0.8719
meanshift 4 1 13882 0.572598323697 0.574243810658 0.3897 0.6509  3.7718 0.0000 0.3897 -0.153189346885 -0.0455398080181  -0.0584 0.0574
meanshift 4 2 107 0.572598323697 0.218191969887 1.2918 1.2078  3.7388 0.0092 1.2744 -1.6305 0.3745  -0.8450 1.2688
meanshift 4 3 108 0.572598323697 0.708259695853 1.5049 0.6333  2.7314 0.0149 0.7399 3.217 0.945857142857  1.9416 0.6794
meanshift 4 4 1 0.572598323697 1.0 N/A N/A N/A N/A 1.9760 -3.682 0.27  -3.6820 0.2700
kmeans 5 1 732 0.357442381131 0.277729109962 0.9367 0.6718  2.5234 0.0010 0.7524 -0.0821165311653 1.19383468835  -0.0815 1.1976
kmeans 5 2 5660 0.357442381131 0.389455718811 0.3237 0.3265  2.6005 0.0000 0.1890 -0.282376414427 -0.243398338048  -0.2824 -0.2432
kmeans 5 3 3791 0.357442381131 0.361225181348 0.2450 0.3300  1.5284 0.0010 0.1993 0.21235011864 0.0726319535987  0.2125 0.0725
kmeans 5 4 982 0.357442381131 0.344913199473 0.8493 0.5727  3.0770 0.0010 0.4701 1.01491038697 0.39966802444  1.0149 0.3997
kmeans 5 5 2933 0.357442381131 0.314864025859 0.3537 0.3480  3.8555 0.0010 0.3537 -0.286565039263 0.284553089792  -0.2860 0.2858
meanshift 3 1 14044 0.657666864875 0.658912874232 0.4144 0.6794  4.7389 0.0000 0.4143 -0.137324594688 -0.0281102104174  -0.0457 0.0656
meanshift 3 2 53 0.657666864875 0.321038778946 1.5040 1.2445  3.7388 0.0136 1.4679 -1.976125 0.564875  -0.9414 1.5963
meanshift 3 3 1 0.657666864875 1.0 N/A N/A N/A N/A 1.9760 -3.682 0.27  -3.6820 0.2700
kmeans 6 1 647 0.327241706865 0.313587138942 0.9656 0.5857  2.8706 0.0010 0.5178 1.18450231839 0.445561051005  1.1845 0.4456
kmeans 6 2 2269 0.327241706865 0.332891810121 0.3650 0.3405  1.2597 0.0010 0.2146 0.389599297012 0.200681019332  0.3904 0.2002
kmeans 6 3 3766 0.327241706865 0.316863991294 0.3831 0.3116  3.9439 0.0000 0.1987 -0.396084398296 -0.259759052183  -0.3958 -0.2593
kmeans 6 4 2649 0.327241706865 0.302114099566 0.3727 0.3535  2.7790 0.0010 0.3702 -0.265312217195 0.34999321267  -0.2647 0.3513
kmeans 6 5 581 0.327241706865 0.296645029384 1.0089 0.6817  2.5054 0.0010 0.7979 -0.0737749140893 1.30774226804  -0.0735 1.3085
kmeans 6 6 4186 0.327241706865 0.355774100404 0.1696 0.2620  1.3288 0.0000 0.1556 -0.0272040621266 -0.108207646356  -0.0269 -0.1077
meanshift 7 1 13632 0.445165231544 0.450807368496 0.3622 0.6159  2.8087 0.0000 0.3618 -0.167544559929 -0.0620216718266  -0.0645 0.0303
meanshift 7 2 13 0.445165231544 0.459745136326 0.9739 0.4859  1.1374 0.0280 0.7493 -1.8175 0.05375  -1.3179 0.0739
meanshift 7 3 73 0.445165231544 0.724592797321 1.6060 0.5791  1.9206 0.0191 0.8269 3.464 0.93975  2.1238 0.6297
meanshift 7 4 50 0.445165231544 0.318638970495 1.0743 0.6527  1.8201 0.0144 1.0620 -1.76175 0.77775  -0.8307 1.1549
meanshift 7 5 3 0.445165231544 0.569475282981 1.7523 0.4786  0.5282 0.4223 1.4735 -2.40866666667 0.512  -2.4087 0.5120
meanshift 7 6 326 0.445165231544 0.16264126265 1.2071 0.9331  3.3368 0.0014 0.8095 0.913333333333 2.22566666667  0.3012 1.4896
meanshift 7 7 1 0.445165231544 1.0 N/A N/A N/A N/A 1.9760 -3.682 0.27  -3.6820 0.2700
kmeans 7 1 509 0.324760207379 0.298990074827 1.0338 0.5994  2.8061 0.0010 0.5470 1.27987058824 0.473380392157  1.2806 0.4739
kmeans 7 2 3172 0.324760207379 0.321921203927 0.3341 0.2645  3.5178 0.0000 0.2456 -0.408332912591 -0.0431344272641  -0.4084 -0.0445
kmeans 7 3 1794 0.324760207379 0.344999281821 0.4279 0.3411  1.3664 0.0010 0.2371 0.492924107143 0.219247767857  0.4930 0.2194
kmeans 7 4 3869 0.324760207379 0.360493966197 0.1438 0.2496  1.1621 0.0000 0.1437 0.0253560723514 -0.0359788113695  0.0253 -0.0358
kmeans 7 5 2005 0.324760207379 0.295903090175 0.4228 0.3630  1.9455 0.0010 0.3967 -0.191305 0.485978  -0.1922 0.4849
kmeans 7 6 2312 0.324760207379 0.28831478083 0.3872 0.2950  1.3862 0.0000 0.1845 -0.269785006463 -0.411133132271  -0.2690 -0.4118
kmeans 7 7 437 0.324760207379 0.301144303893 1.0977 0.6926  2.5054 0.0010 0.8527 -0.060504587156 1.4442912844  -0.0605 1.4432
meanshift 2 1 14091 0.717453448089 0.717494359492 0.4225 0.6883  5.2273 0.0000 0.4224 -0.124216879293 -0.0164862610402  -0.0481 0.0712
meanshift 2 2 7 0.717453448089 0.635098794941 1.7813 0.8883  1.8727 0.2889 1.4674 -3.682 0.27  -2.4014 0.3819
kmeans 8 1 520 0.329359250327 0.289741468207 1.0293 0.6024  2.7902 0.0010 0.5412 1.26908253359 0.480708253359  1.2697 0.4813
kmeans 8 2 297 0.329359250327 0.321522858545 1.2156 0.6737  2.5054 0.0014 0.9651 -0.143717171717 1.62185858586  -0.1437 1.6219
kmeans 8 3 3831 0.329359250327 0.35517243472 0.1343 0.2396  0.7848 0.0010 0.1343 0.00602377220481 -0.0123328108673  0.0068 -0.0117
kmeans 8 4 1755 0.329359250327 0.274463717479 0.3716 0.2891  1.4166 0.0000 0.2162 -0.166083808438 -0.438450969213  -0.1660 -0.4383
kmeans 8 5 1708 0.329359250327 0.378204022955 0.4105 0.3103  1.1416 0.0010 0.2414 0.49709154519 0.165488046647  0.4986 0.1656
kmeans 8 6 1101 0.329359250327 0.248990662592 0.5346 0.3997  1.3677 0.0010 0.4014 0.0228973660309 0.683315168029  0.0230 0.6833
kmeans 8 7 3065 0.329359250327 0.353083772828 0.3539 0.2471  3.5369 0.0000 0.1997 -0.422199738477 -0.162596273292  -0.4218 -0.1624
kmeans 8 8 1821 0.329359250327 0.303397299631 0.3710 0.2948  2.6167 0.0010 0.3703 -0.346382336807 0.302339001646  -0.3467 0.3024
