# clustering total_clust clust_num n_obj t_scr c_scr rms avg_dist max_dist min_dist stdev cen_1 cen_2 cen_3 avg_col_1 avg_col_2 avg_col_3
meanshift 3 1 13539 0.448775854368 0.457573854559 0.7381 1.1733  4.8894 0.0010 0.7249 -0.0452416083501 -1.21311647491 0.0961303522714 0.0334 -0.7710 0.3203
meanshift 3 2 692 0.448775854368 0.3951825218 1.1837 0.9545  3.9354 0.0033 0.7668 -2.041875 1.227 2.330625 0.0263 1.3032 1.3758
meanshift 3 3 346 0.448775854368 0.211696263481 1.8844 1.2638  4.5213 0.0141 0.9086 1.42283333333 4.0075 2.79683333333 0.6737 2.2537 2.0253
kmeans 3 1 7291 0.437131478607 0.546212246082 0.8377 0.6023  3.1891 0.0010 0.6938 -0.0462475654917 -1.36832615553 0.00624454807297 -0.0462 -1.3683 0.0062
kmeans 3 2 5173 0.437131478607 0.338321364601 0.5299 0.8061  4.3088 0.0041 0.5118 0.0526647979896 -0.252612797216 0.611961337715 0.0527 -0.2526 0.6120
kmeans 3 3 2113 0.437131478607 0.302648205579 1.1927 1.2150  5.6968 0.0033 0.7108 0.363400851869 1.19536725035 1.31471083767 0.3634 1.1954 1.3147
meanshift 11 1 11783 0.377103930066 0.425464289273 0.7256 0.9482  3.8802 0.0010 0.6793 -0.0586154562384 -1.3519744879 0.0203966480447 -0.0115 -0.9710 0.2176
meanshift 11 2 278 0.377103930066 0.219091128724 1.7607 0.8719  2.5945 0.0033 0.9792 0.319 3.2797804878 2.1187804878 0.2692 2.4111 1.7096
meanshift 11 3 478 0.377103930066 0.308353510926 0.8475 0.7741  2.6155 0.0095 0.7508 -1.691 0.7864 1.9122 -0.4187 0.3967 1.2012
meanshift 11 4 6 0.377103930066 0.451946947847 2.8650 0.6297  1.1926 0.2632 1.0243 1.5082 3.9292 2.7324 1.4070 3.8290 2.7910
meanshift 11 5 7 0.377103930066 0.263418914628 2.8953 0.6033  1.1199 0.1558 1.5553 0.55025 4.29375 2.937 0.4247 4.1459 2.7557
meanshift 11 6 3 0.377103930066 0.540797256536 2.2035 0.4063  0.5421 0.2272 2.1569 -2.535 1.43366666667 2.45433333333 -2.5350 1.4337 2.4543
meanshift 11 7 82 0.377103930066 0.31617073445 1.8101 0.8216  2.2371 0.0430 0.7176 0.914 2.20633333333 3.23366666667 0.8667 1.7544 2.3644
meanshift 11 8 33 0.377103930066 0.425640904053 1.3740 0.6641  1.9098 0.0719 1.0016 -1.629 1.1885 2.287 -0.3672 1.3180 1.8709
meanshift 11 9 1905 0.377103930066 0.120392546003 0.9438 0.9709  3.3000 0.0040 0.5079 1.825 1.306 1.105 0.4735 0.8263 1.0868
meanshift 11 10 1 0.377103930066 0.0 N/A N/A N/A N/A 1.7960 0.479 4.841 3.155 0.4790 4.8410 3.1550
meanshift 11 11 1 0.377103930066 0.0 N/A N/A N/A N/A 2.0060 -1.824 1.719 2.896 -1.8240 1.7190 2.8960
kmeans 4 1 5657 0.372269361941 0.492835741174 0.8925 0.5166  2.7981 0.0010 0.7173 -0.0399050733604 -1.48823086442 -0.0651453066997 -0.0399 -1.4882 -0.0651
kmeans 4 2 3191 0.372269361941 0.283203055633 0.6598 0.8466  4.6516 0.0040 0.4814 0.190482293952 0.307770918207 0.855551864619 0.1905 0.3078 0.8556
kmeans 4 3 1102 0.372269361941 0.287154773409 1.4497 1.2065  5.2160 0.0033 0.7911 0.431449183303 1.63661524501 1.57638021779 0.4314 1.6366 1.5764
