# clustering total_clust clust_num n_obj t_scr c_scr rms avg_dist max_dist min_dist stdev cen_1 cen_2 avg_col_1 avg_col_2
meanshift 7 1 8314 0.568186988336 0.575503127901 0.3999 0.6163  3.4236 0.0000 0.3982 -0.331325965858 -0.0216738544474  -0.1933 0.1207
meanshift 7 2 97 0.568186988336 0.344279878454 1.1771 0.5591  1.9010 0.0064 0.5925 2.5072 1.085  1.5122 0.5221
meanshift 7 3 21 0.568186988336 0.19647124104 1.5164 0.6936  1.8135 0.0206 1.1148 3.0065 0.271  2.0729 -0.0172
meanshift 7 4 1 0.568186988336 0.0 N/A N/A N/A N/A 1.9590 3.621 -0.297  3.6210 -0.2970
meanshift 7 5 124 0.568186988336 0.329503092978 1.1868 0.7692  2.3525 0.0051 0.5867 1.648 2.107  0.6611 1.4021
meanshift 7 6 1 0.568186988336 0.0 N/A N/A N/A N/A 1.1260 3.191 0.939  3.1910 0.9390
meanshift 7 7 1 0.568186988336 0.0 N/A N/A N/A N/A 1.5220 3.682 0.638  3.6820 0.6380
kmeans 3 1 940 0.468203836656 0.319102934767 0.7513 0.6719  3.6737 0.0010 0.4533 0.792910638298 0.405423404255  0.7929 0.4054
kmeans 3 2 1807 0.468203836656 0.301355760543 0.5666 0.5314  2.5272 0.0010 0.4814 -0.0623342556724 0.660057553957  -0.0623 0.6601
kmeans 3 3 5812 0.468203836656 0.544193052297 0.3200 0.3681  2.3187 0.0000 0.2514 -0.336765141087 -0.0593425671025  -0.3368 -0.0593
meanshift 12 1 7971 0.409153813953 0.418202875476 0.3626 0.5564  2.3105 0.0000 0.3569 -0.346947081398 -0.034785901838  -0.2116 0.0830
meanshift 12 2 331 0.409153813953 0.333055330085 0.9972 0.6145  2.1437 0.0014 0.7158 0.2192 2.0943  0.0724 1.3161
meanshift 12 3 148 0.409153813953 0.147049076858 1.0833 0.5443  1.7220 0.0010 0.4798 2.2864 0.8136  1.3274 0.6151
meanshift 12 4 2 0.409153813953 0.469883278272 2.1379 0.3370  0.3370 0.3370 1.3729 3.0065 0.271  3.0065 0.2710
meanshift 12 5 2 0.409153813953 0.855443005494 2.1064 0.1004  0.1004 0.1004 0.6395 2.6455 1.3685  2.6455 1.3685
meanshift 12 6 24 0.409153813953 0.0943677479132 1.2227 0.4463  1.4464 0.0305 0.3246 1.0085 2.2515  0.9965 1.3610
meanshift 12 7 7 0.409153813953 0.233046609765 1.3488 0.3970  1.1275 0.0368 0.2542 1.648 2.107  1.2963 1.3530
meanshift 12 8 1 0.409153813953 0.0 N/A N/A N/A N/A 1.9590 3.621 -0.297  3.6210 -0.2970
meanshift 12 9 3 0.409153813953 0.617302297992 1.0018 0.4611  0.5171 0.4215 0.6659 -1.659 -0.012  -1.3870 -0.1100
meanshift 12 10 1 0.409153813953 0.0 N/A N/A N/A N/A 1.1260 3.191 0.939  3.1910 0.9390
meanshift 12 11 68 0.409153813953 0.412486527839 0.9861 0.4884  1.4364 0.0082 0.7636 2.091 -0.626  1.3328 -0.0848
meanshift 12 12 1 0.409153813953 0.0 N/A N/A N/A N/A 1.5220 3.682 0.638  3.6820 0.6380
kmeans 4 1 2852 0.378071004963 0.306901483394 0.2696 0.3636  1.8146 0.0000 0.2586 -0.0805504908836 0.232582047686  -0.0806 0.2326
kmeans 4 2 4199 0.378071004963 0.446297775453 0.3552 0.3098  2.1310 0.0000 0.2294 -0.415082638724 -0.127222433913  -0.4151 -0.1272
kmeans 4 3 749 0.378071004963 0.308649062567 0.8016 0.5649  2.4359 0.0010 0.6262 -0.0317476635514 1.03279839786  -0.0317 1.0328
kmeans 4 4 759 0.378071004963 0.336553615091 0.8017 0.6500  3.3863 0.0010 0.4587 0.885191040843 0.429828722003  0.8852 0.4298
meanshift 7 1 8318 0.568982885826 0.576198971055 0.4004 0.6171  3.4236 0.0000 0.3988 -0.324204245848 -0.0136324259545  -0.1930 0.1213
meanshift 7 2 97 0.568982885826 0.343836708859 1.1771 0.5591  1.9010 0.0064 0.5925 2.5072 1.085  1.5122 0.5221
meanshift 7 3 21 0.568982885826 0.19647124104 1.5164 0.6936  1.8135 0.0206 1.1148 3.0065 0.271  2.0729 -0.0172
