#clustering band1 band2 band3 band4 b_width damp pref km_in inertia score n_clust total_objects c_1 c_2 c_3 c_4 c_5 c_6 c_7 c_8 c_9 c_10 c_11 c_12 c_13 c_14 c_15 c_16 c_17 c_18 c_19 c_20 c_21 c_22 c_23 c_24 c_25 c_26 c_27 c_28 c_29 c_30 c_31 c_32 c_33 c_34 c_35 c_36 c_37 c_38 c_39 c_40
kmeans mag05_657 mag05_814 mag05_336 mag05_438 N/A N/A N/A experiments.txt 6647.08273253 0.407501155496 3 28920 13361 12065  3494     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
kmeans mag05_657 mag05_814 mag05_336 mag05_438 N/A N/A N/A experiments.txt 5214.1503992 0.351783771756 4 28920 12230  7800  6607  2283     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
kmeans mag05_657 mag05_814 mag05_336 mag05_438 N/A N/A N/A experiments.txt 4328.68541786 0.334942065719 5 28920 10444  8524  5440  2872  1640     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
kmeans mag05_657 mag05_814 mag05_336 mag05_438 N/A N/A N/A experiments.txt 3617.53677022 0.348069364115 6 28920 8408 7091 4776 4606 2601 1438    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
kmeans mag05_657 mag05_814 mag05_336 mag05_438 N/A N/A N/A experiments.txt 3153.42691428 0.33297438665 7 28920 6716 6686 5551 4060 2333 2224 1350    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
kmeans mag05_657 mag05_814 mag05_336 mag05_438 N/A N/A N/A experiments.txt 2793.25114663 0.334039670763 8 28920 6715 4990 4674 3904 2940 2606 1813 1278    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
meanshift mag05_657 mag05_814 mag05_336 mag05_438 0.6490 N/A N/A N/A N/A 0.433664997692 2 28920 28718   202     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
meanshift mag05_657 mag05_814 mag05_336 mag05_438 0.4000 N/A N/A N/A N/A 0.104070103667 10 28920 25434  2608   206   180   146    98    96    72    67    13     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
meanshift mag05_657 mag05_814 mag05_336 mag05_438 0.4500 N/A N/A N/A N/A 0.0703066221673 8 28920 26883   771   607   223   184   155    84    13     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
meanshift mag05_657 mag05_814 mag05_336 mag05_438 0.5000 N/A N/A N/A N/A 0.25743987455 4 28920 27135  1480   191   114     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
meanshift mag05_657 mag05_814 mag05_336 mag05_438 0.5500 N/A N/A N/A N/A 0.224404098749 4 28920 27035  1473   297   115     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
