# clustering total_clust clust_num n_obj t_scr c_scr rms avg_dist max_dist min_dist stdev cen_1 cen_2 avg_col_1 avg_col_2
kmeans 3 1 12429 0.380930600272 0.384957395272 1.5936 0.6286  5.4414 0.0000 0.4859 -1.83575935313 -1.19970609059  -1.8358 -1.1997
kmeans 3 2 13060 0.380930600272 0.385487945112 1.1233 0.6083  4.3144 0.0000 0.3752 -0.913613935681 -1.20385788668  -0.9136 -1.2039
kmeans 3 3 3571 0.380930600272 0.350247889915 0.6506 1.0178  4.7815 0.0010 0.6488 -0.312041725007 0.216752730328  -0.3120 0.2168
kmeans 4 1 2017 0.342163779776 0.358488894163 0.7227 0.9413  4.1906 0.0010 0.6924 -0.213134357957 0.627166584036  -0.2131 0.6272
kmeans 4 2 10663 0.342163779776 0.353415114257 1.6162 0.6052  3.9533 0.0000 0.5084 -1.89936603207 -1.16894701304  -1.8994 -1.1689
kmeans 4 3 5670 0.342163779776 0.240692015526 0.7779 0.6803  3.7691 0.0000 0.3901 -0.675550970018 -0.670534391534  -0.6756 -0.6705
kmeans 4 4 10710 0.342163779776 0.381607679683 1.2679 0.5021  4.1315 0.0000 0.3325 -1.05971484594 -1.38730999066  -1.0597 -1.3873
kmeans 5 1 1663 0.338758878664 0.375745870933 0.7767 0.8876  3.7625 0.0010 0.7332 -0.259827420325 0.772409500902  -0.2598 0.7724
kmeans 5 2 8817 0.338758878664 0.373808046226 1.2566 0.4758  4.1131 0.0000 0.3618 -0.968122377226 -1.43859566746  -0.9681 -1.4386
kmeans 5 3 6837 0.338758878664 0.322116400792 1.1792 0.4753  2.2280 0.0000 0.3886 -1.38636434109 -0.840163522013  -1.3864 -0.8402
kmeans 5 4 8094 0.338758878664 0.328963925409 1.7115 0.5576  4.1687 0.0000 0.4750 -1.98524462565 -1.30326389918  -1.9852 -1.3033
kmeans 5 5 3649 0.338758878664 0.290122839838 0.6225 0.6623  3.0567 0.0000 0.3944 -0.369301452453 -0.593891477117  -0.3693 -0.5939
kmeans 6 1 5234 0.336181609564 0.288975373194 1.7634 0.5449  3.8239 0.0000 0.5915 -2.15689969431 -1.16552961406  -2.1569 -1.1655
kmeans 6 2 2816 0.336181609564 0.298310087695 0.5157 0.6668  2.9974 0.0010 0.3887 -0.261664417614 -0.416310724432  -0.2617 -0.4163
kmeans 6 3 7531 0.336181609564 0.354184380061 1.4832 0.4007  3.8697 0.0000 0.2400 -1.4976138627 -1.42978781038  -1.4976 -1.4298
