# clustering total_clust clust_num n_obj t_scr c_scr rms avg_dist max_dist min_dist stdev cen_1 cen_2 avg_col_1 avg_col_2
meanshift 3 1 14041 0.501857373007 0.493146708634 0.8511 0.8823  5.4711 0.0000 0.7187 -0.0532131328764 -1.28800508512  0.0372 -0.9490
meanshift 3 2 544 0.501857373007 0.727607916842 1.1144 0.6713  3.2249 0.0010 0.6806 1.42283333333 2.81266666667  0.3418 1.4231
meanshift 3 3 1 0.501857373007 0.0 N/A N/A N/A N/A 1.7145 0.199 -3.23  0.1990 -3.2300
kmeans 3 1 8389 0.4473849372 0.516285705915 1.0104 0.4836  4.4745 0.0000 0.6871 -0.113770652044 -1.36801168196  -0.1138 -1.3680
kmeans 3 2 4519 0.4473849372 0.328938697661 0.5469 0.6119  3.7230 0.0010 0.5300 0.256103341447 -0.525352732906  0.2561 -0.5254
kmeans 3 3 1678 0.4473849372 0.421908183763 0.7468 0.7654  3.6223 0.0010 0.5189 0.301084624553 0.772928486293  0.3011 0.7729
kmeans 4 1 6321 0.363046645118 0.420843346149 1.0728 0.4289  3.8500 0.0000 0.7005 -0.160107419712 -1.46487739282  -0.1601 -1.4649
kmeans 4 2 1064 0.363046645118 0.445123480167 0.8788 0.6811  3.3743 0.0010 0.5763 0.26834962406 1.05857330827  0.2683 1.0586
kmeans 4 3 4561 0.363046645118 0.305946829696 0.6973 0.4707  3.4838 0.0000 0.5745 0.108895198421 -0.899194255646  0.1089 -0.8992
kmeans 4 4 2640 0.363046645118 0.290232083915 0.4517 0.6150  3.7230 0.0010 0.4362 0.35529280303 -0.120815151515  0.3553 -0.1208
kmeans 5 1 2260 0.368763051454 0.399466256224 0.2925 0.4582  1.9505 0.0010 0.2881 0.177164159292 -0.0751066371681  0.1772 -0.0751
kmeans 5 2 6106 0.368763051454 0.399601261989 1.0824 0.4174  3.8500 0.0000 0.7161 -0.140271536194 -1.48319734687  -0.1403 -1.4832
kmeans 5 3 4270 0.368763051454 0.333149518945 0.6830 0.4132  2.3038 0.0000 0.5146 0.0079756440281 -0.906080796253  0.0080 -0.9061
kmeans 5 4 1022 0.368763051454 0.407141002817 0.8969 0.6856  3.1944 0.0010 0.5795 0.286740704501 1.08227592955  0.2867 1.0823
kmeans 5 5 928 0.368763051454 0.21268563897 0.8628 0.6781  2.2775 0.0010 0.8502 0.902080818966 -0.608105603448  0.9021 -0.6081
kmeans 6 1 1020 0.363200178855 0.411896194966 0.8943 0.6781  3.1944 0.0010 0.5796 0.278983333333 1.08320882353  0.2790 1.0832
kmeans 6 2 2231 0.363200178855 0.384887002439 0.2867 0.4533  1.8072 0.0010 0.2834 0.165191393994 -0.0782277005827  0.1652 -0.0782
kmeans 6 3 3872 0.363200178855 0.346202533269 0.6637 0.3753  1.5876 0.0000 0.5283 0.0828347107438 -0.886263171488  0.0828 -0.8863
kmeans 6 4 765 0.363200178855 0.231989961487 0.8781 0.6880  2.4211 0.0010 0.8429 0.991087581699 -0.498969934641  0.9911 -0.4990
kmeans 6 5 4979 0.363200178855 0.419104936359 1.0767 0.3292  2.1023 0.0000 0.7629 -0.0207248443463 -1.49897730468  -0.0207 -1.4990
kmeans 6 6 1719 0.363200178855 0.240912611972 1.0191 0.4501  2.6590 0.0010 0.4593 -0.535605002909 -1.28386329261  -0.5356 -1.2839
kmeans 7 1 1541 0.347386515482 0.360062376758 0.3724 0.4690  2.3342 0.0010 0.2662 0.24524789098 0.275615184945  0.2452 0.2756
kmeans 7 2 732 0.347386515482 0.238665114864 0.8767 0.6684  2.4211 0.0010 0.8415 0.994915300546 -0.50306284153  0.9949 -0.5031
kmeans 7 3 3612 0.347386515482 0.306317965816 0.8260 0.3346  1.4041 0.0000 0.6537 0.120161129568 -1.12997259136  0.1202 -1.1300
kmeans 7 4 631 0.347386515482 0.412284834902 1.0567 0.6403  2.8799 0.0010 0.6634 0.291480190174 1.35363866878  0.2915 1.3536
kmeans 7 5 2561 0.347386515482 0.365128785689 0.4224 0.3705  1.5251 0.0010 0.3623 0.0797130027333 -0.514124170246  0.0797 -0.5141
kmeans 7 6 4031 0.347386515482 0.416663318961 1.1219 0.2997  2.0284 0.0000 0.7520 -0.100323244852 -1.56467675515  -0.1003 -1.5647
kmeans 7 7 1478 0.347386515482 0.240990423489 0.9651 0.4497  2.6378 0.0010 0.4160 -0.551937753721 -1.18986941813  -0.5519 -1.1899
