#clustering band1 band2 band3 band4 band5 band6 b_width damp pref km_in inertia score n_clust total_objects c_1 c_2 c_3 c_4 c_5 c_6 c_7 c_8 c_9 c_10 c_11 c_12 c_13 c_14 c_15 c_16 c_17 c_18 c_19 c_20 c_21 c_22 c_23 c_24 c_25 c_26 c_27 c_28 c_29 c_30 c_31 c_32 c_33 c_34 c_35 c_36 c_37 c_38 c_39 c_40
kmeans mag05_225 mag05_336 mag05_225 mag05_555 mag05_225 mag05_814 N/A N/A N/A experiments.txt 6142.73512532 0.468960758909 3 14098 7518 5181 1399    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
kmeans mag05_225 mag05_336 mag05_225 mag05_555 mag05_225 mag05_814 N/A N/A N/A experiments.txt 4436.77477634 0.42183090397 4 14098 5624 5375 2353  746    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
kmeans mag05_225 mag05_336 mag05_225 mag05_555 mag05_225 mag05_814 N/A N/A N/A experiments.txt 3509.67167769 0.387067972652 5 14098 5301 3708 3262 1444  383    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
kmeans mag05_225 mag05_336 mag05_225 mag05_555 mag05_225 mag05_814 N/A N/A N/A experiments.txt 2885.35338116 0.370867537541 6 14098 4780 3592 2822 1835  881  188    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
kmeans mag05_225 mag05_336 mag05_225 mag05_555 mag05_225 mag05_814 N/A N/A N/A experiments.txt 2546.91145774 0.334661719942 7 14098 3784 3563 2447 2020 1367  748  169    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
kmeans mag05_225 mag05_336 mag05_225 mag05_555 mag05_225 mag05_814 N/A N/A N/A experiments.txt 2293.7975777 0.339638184837 8 14098 3774 3525 2408 2020 1119  688  401  163    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
meanshift mag05_225 mag05_336 mag05_225 mag05_555 mag05_225 mag05_814 0.8870 N/A N/A N/A N/A 0.437208014904 8 14098 13665   411     7     5     4     3     2     1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
meanshift mag05_225 mag05_336 mag05_225 mag05_555 mag05_225 mag05_814 0.8000 N/A N/A N/A N/A 0.263019460858 9 14098 13493   438   152     5     4     3     1     1     1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
meanshift mag05_225 mag05_336 mag05_225 mag05_555 mag05_225 mag05_814 0.9000 N/A N/A N/A N/A 0.440049991194 7 14098 13661   418     7     7     3     1     1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
meanshift mag05_225 mag05_336 mag05_225 mag05_555 mag05_225 mag05_814 0.9200 N/A N/A N/A N/A 0.517567190758 5 14098 13857   217    17     6     1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
meanshift mag05_225 mag05_336 mag05_225 mag05_555 mag05_225 mag05_814 0.9500 N/A N/A N/A N/A 0.34300609473 5 14098 13822   217    41    17     1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
meanshift mag05_225 mag05_336 mag05_225 mag05_555 mag05_225 mag05_814 1.0000 N/A N/A N/A N/A 0.340474643261 5 14098 13822   215    43    17     1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
