# clustering total_clust clust_num n_obj t_scr c_scr rms avg_dist max_dist min_dist stdev cen_1 cen_2 cen_3 avg_col_1 avg_col_2 avg_col_3
meanshift 8 1 7689 0.48373977252 0.491512888647 0.9030 0.8991  4.8930 0.0022 0.5610 -0.328682154171 -1.07332858149 -1.09423248856 -0.2082 -0.9901 -0.9243
meanshift 8 2 57 0.48373977252 0.0618694430407 2.5137 1.0449  2.9991 0.0457 2.1940 2.11483333333 -3.41558333333 -3.42458333333 1.7998 -2.8195 -2.6611
meanshift 8 3 3 0.48373977252 0.221359914154 3.7319 0.7238  0.9154 0.4819 3.4050 3.26 -4.25166666667 -3.59033333333 3.2600 -4.2517 -3.5903
meanshift 8 4 63 0.48373977252 0.593259380046 1.8492 0.9515  3.7303 0.0504 0.9875 0.3325 2.473 4.8635 0.5775 1.4043 2.7086
meanshift 8 5 681 0.48373977252 0.42956708392 0.7243 0.9868  3.3496 0.0147 0.6213 -1.659 0.216 0.204 0.0751 0.0699 0.9717
meanshift 8 6 1 0.48373977252 0.0 N/A N/A N/A N/A 4.2116 3.621 -5.161 -5.458 3.6210 -5.1610 -5.4580
meanshift 8 7 1 0.48373977252 0.0 N/A N/A N/A N/A 3.5720 3.106 -4.538 -4.403 3.1060 -4.5380 -4.4030
meanshift 8 8 64 0.48373977252 0.421639829723 1.9791 0.7268  2.2793 0.0389 1.6159 0.512 -3.855 -2.334 1.0899 -2.3816 -2.1359
kmeans 3 1 4501 0.382251674491 0.412005227523 1.1318 0.6590  7.7018 0.0022 0.6200 -0.245089980004 -1.25110997556 -1.34454565652 -0.2451 -1.2511 -1.3445
kmeans 3 2 3032 0.382251674491 0.360226269606 0.6066 0.6563  3.9313 0.0030 0.3831 -0.172002308707 -0.749809036939 -0.489118733509 -0.1720 -0.7498 -0.4891
kmeans 3 3 1026 0.382251674491 0.316813356179 0.7978 1.1789  6.3270 0.0046 0.6679 0.292475633528 0.0896968810916 0.92699122807 0.2925 0.0897 0.9270
meanshift 9 1 7679 0.48397511792 0.492127374183 0.9035 0.8968  4.8930 0.0022 0.5604 -0.333862620389 -1.07750299836 -1.10435417045 -0.2087 -0.9912 -0.9261
meanshift 9 2 56 0.48397511792 0.0216342629939 2.5006 1.0315  2.9991 0.0457 2.1811 2.11483333333 -3.41558333333 -3.42458333333 1.7869 -2.8046 -2.6512
meanshift 9 3 3 0.48397511792 0.306164989453 3.4479 0.6861  0.8894 0.4819 3.1075 2.87466666667 -3.975 -3.38133333333 2.8747 -3.9750 -3.3813
meanshift 9 4 63 0.48397511792 0.59450992163 1.8492 0.9515  3.7303 0.0504 0.9875 0.3325 2.473 4.8635 0.5775 1.4043 2.7086
meanshift 9 5 1 0.48397511792 0.0 N/A N/A N/A N/A 4.2116 3.621 -5.161 -5.458 3.6210 -5.1610 -5.4580
meanshift 9 6 1 0.48397511792 0.0 N/A N/A N/A N/A 3.5720 3.106 -4.538 -4.403 3.1060 -4.5380 -4.4030
meanshift 9 7 691 0.48397511792 0.430174772151 0.7207 0.9858  3.3496 0.0147 0.6191 -1.659 0.216 0.204 0.0761 0.0662 0.9645
meanshift 9 8 1 0.48397511792 0.0 N/A N/A N/A N/A 3.7064 3.682 -4.48 -3.842 3.6820 -4.4800 -3.8420
meanshift 9 9 64 0.48397511792 0.413469087749 1.9791 0.7268  2.2793 0.0389 1.6159 0.512 -3.855 -2.334 1.0899 -2.3816 -2.1359
kmeans 4 1 2378 0.450879249313 0.34411922726 0.5160 0.7059  3.8134 0.0041 0.4013 -0.0648952901598 -0.640867115223 -0.267158116064 -0.0649 -0.6409 -0.2672
kmeans 4 2 259 0.450879249313 0.334437154937 1.9857 1.2851  6.4395 0.0112 1.6432 1.02905405405 -2.23554826255 -2.1378996139 1.0291 -2.2355 -2.1379
kmeans 4 3 761 0.450879249313 0.322628075828 0.8929 1.1735  5.8932 0.0046 0.6878 0.33885282523 0.236963206307 1.13262155059 0.3389 0.2370 1.1326
kmeans 4 4 5161 0.450879249313 0.524824798219 1.0108 0.5410  2.5875 0.0022 0.4718 -0.328357295098 -1.14124743267 -1.21228870374 -0.3284 -1.1412 -1.2123
meanshift 8 1 7689 0.48373977252 0.491512888647 0.9030 0.8991  4.8930 0.0022 0.5610 -0.328010154062 -1.07357440476 -1.09475665266 -0.2082 -0.9901 -0.9243
meanshift 8 2 57 0.48373977252 0.0618694430407 2.5137 1.0449  2.9991 0.0457 2.1940 2.11483333333 -3.41558333333 -3.42458333333 1.7998 -2.8195 -2.6611
meanshift 8 3 3 0.48373977252 0.221359914154 3.7319 0.7238  0.9154 0.4819 3.4050 3.26 -4.25166666667 -3.59033333333 3.2600 -4.2517 -3.5903
meanshift 8 4 63 0.48373977252 0.593259380046 1.8492 0.9515  3.7303 0.0504 0.9875 0.3325 2.473 4.8635 0.5775 1.4043 2.7086
meanshift 8 5 681 0.48373977252 0.42956708392 0.7243 0.9868  3.3496 0.0147 0.6213 -1.659 0.216 0.204 0.0751 0.0699 0.9717
meanshift 8 6 1 0.48373977252 0.0 N/A N/A N/A N/A 4.2116 3.621 -5.161 -5.458 3.6210 -5.1610 -5.4580
meanshift 8 7 1 0.48373977252 0.0 N/A N/A N/A N/A 3.5720 3.106 -4.538 -4.403 3.1060 -4.5380 -4.4030
meanshift 8 8 64 0.48373977252 0.421639829723 1.9791 0.7268  2.2793 0.0389 1.6159 0.512 -3.855 -2.334 1.0899 -2.3816 -2.1359
kmeans 5 1 3077 0.356310201071 0.332099758878 0.7378 0.4998  2.8154 0.0030 0.3438 -0.29631881703 -0.895304842379 -0.766869678258 -0.2963 -0.8953 -0.7669
