# clustering total_clust clust_num n_obj t_scr c_scr rms avg_dist max_dist min_dist stdev cen_1 cen_2 cen_3 avg_col_1 avg_col_2 avg_col_3
meanshift 4 1 13659 0.392770096405 0.397034467002 0.6998 1.1297  4.6677 0.0017 0.6788 -0.0433818418253 -1.20910615912 0.0889593332545 0.0241 -0.7475 0.2133
meanshift 4 2 515 0.392770096405 0.397168517034 1.4341 0.9575  3.9097 0.0141 0.8672 1.42283333333 4.0075 1.19483333333 0.4455 2.1628 0.8183
meanshift 4 3 61 0.392770096405 0.245877763656 1.2411 1.2173  3.2868 0.0429 1.1482 -2.2186 1.4472 2.433 -0.9245 0.9813 1.3565
meanshift 4 4 351 0.392770096405 0.245898893234 0.9818 1.0473  4.4063 0.0102 0.5317 0.199 -0.712 2.518 0.5861 0.8035 1.0863
kmeans 3 1 7398 0.429883662069 0.531448902807 0.8326 0.5944  3.2072 0.0020 0.6957 -0.0439322789943 -1.36144403893 0.0333060286564 -0.0439 -1.3614 0.0333
kmeans 3 2 5137 0.429883662069 0.319547108571 0.4566 0.7874  4.4965 0.0017 0.4495 0.0547331127117 -0.235243332684 0.421156316916 0.0547 -0.2352 0.4212
kmeans 3 3 2051 0.429883662069 0.339888159554 0.9827 1.0747  5.7872 0.0041 0.6249 0.366638712823 1.23160019503 0.67726523647 0.3666 1.2316 0.6773
meanshift 34 1 10042 0.205035010043 0.226403473952 0.7459 0.7605  3.3115 0.0017 0.6561 -0.0671033112583 -1.39036688742 0.0287234437086 -0.0553 -1.1317 0.1225
meanshift 34 2 336 0.205035010043 0.219229001571 1.2763 0.5642  1.5810 0.0141 0.8164 0.240347368421 2.44435789474 0.783936842105 0.2258 2.0459 0.6711
meanshift 34 3 847 0.205035010043 -0.115162776581 0.8416 0.7399  2.0389 0.0071 0.3758 0.937975903614 1.26424096386 1.02510843373 0.5136 0.9313 0.8141
meanshift 34 4 51 0.205035010043 0.328297142265 2.0336 0.4914  1.2276 0.0570 1.3233 0.332028571429 3.28071428571 0.933028571429 0.3314 3.3556 0.9454
meanshift 34 5 88 0.205035010043 0.00165587834599 0.9423 0.6549  1.6892 0.0298 0.5818 1.81205263158 -0.124157894737 0.679263157895 1.3211 0.0939 0.8085
meanshift 34 6 133 0.205035010043 0.166517093774 0.7135 0.4788  1.8961 0.0099 0.6539 1.64283333333 -0.7325 0.380833333333 0.9256 -0.5427 0.4737
meanshift 34 7 25 0.205035010043 0.158749869174 1.4750 0.5077  1.0056 0.0624 0.6178 0.9588 2.3049 1.1562 0.8248 2.1456 1.0476
meanshift 34 8 446 0.205035010043 0.015370004883 0.6962 0.7143  2.0305 0.0102 0.5809 -0.628555555556 1.40511111111 1.28433333333 -0.2793 0.5868 0.8438
meanshift 34 9 1827 0.205035010043 0.220542293744 0.3513 0.5153  1.7241 0.0041 0.2392 0.876 0.657333333333 -0.242833333333 0.1995 0.2169 0.3555
meanshift 34 10 86 0.205035010043 0.288023574689 0.8077 0.5118  1.3407 0.0269 0.8077 1.53666666667 -1.106 0.134 0.8767 -1.0085 0.1006
meanshift 34 11 14 0.205035010043 0.318712267147 1.5668 0.4099  0.8295 0.0643 0.2871 1.4576 2.1088 1.3976 1.4081 1.8613 1.3513
meanshift 34 12 6 0.205035010043 0.455770944543 1.4738 0.4517  0.6527 0.2027 0.9476 2.43625 0.13225 0.99 2.3580 0.1058 0.9225
meanshift 34 13 3 0.205035010043 0.4220907015 2.5899 0.2812  0.3760 0.1713 1.2439 1.65566666667 4.00166666667 1.15766666667 1.6557 4.0017 1.1577
meanshift 34 14 6 0.205035010043 0.270210545866 1.5728 0.4568  0.7030 0.0595 0.4659 1.051 2.06566666667 1.844 0.9218 1.9427 1.6420
meanshift 34 15 9 0.205035010043 0.195016288445 1.2553 0.6029  1.1627 0.2269 1.2401 -1.84166666667 0.648 1.71933333333 -1.4398 0.5540 1.4693
meanshift 34 16 290 0.205035010043 0.524579309075 0.6902 0.3675  1.2758 0.0085 0.4384 0.885 1.09766666667 -0.19 0.2067 1.1040 0.2886
meanshift 34 17 2 0.205035010043 0.179126779866 2.4255 0.3970  0.3970 0.3970 1.2294 1.287 3.8205 1.165 1.2870 3.8205 1.1650
meanshift 34 18 3 0.205035010043 0.270331620749 1.5184 0.5967  0.8644 0.1727 1.4215 -1.629 1.1885 1.966 -1.3910 1.0733 1.9183
meanshift 34 19 2 0.205035010043 0.793670360574 0.8667 0.2485  0.2485 0.2485 0.7352 1.1765 0.746 -0.5455 1.1765 0.7460 -0.5455
meanshift 34 20 1 0.205035010043 0.0 N/A N/A N/A N/A 1.9631 -1.824 1.719 2.763 -1.8240 1.7190 2.7630
meanshift 34 21 1 0.205035010043 0.0 N/A N/A N/A N/A 2.0457 -2.456 1.369 2.26 -2.4560 1.3690 2.2600
meanshift 34 22 1 0.205035010043 0.0 N/A N/A N/A N/A 0.5723 1.258 2.568 1.481 1.2580 2.5680 1.4810
meanshift 34 23 5 0.205035010043 0.276583240965 1.3039 0.3926  0.7873 0.0684 0.4983 2.274 0.893 1.027 1.8448 0.7224 1.0474
meanshift 34 24 6 0.205035010043 0.214229145784 0.8971 0.8226  1.5973 0.1973 0.8058 0.199 -0.712 2.518 0.0338 -0.2512 1.4003
meanshift 34 25 1 0.205035010043 0.0 N/A N/A N/A N/A 2.2946 -2.84 1.442 2.454 -2.8400 1.4420 2.4540
meanshift 34 26 202 0.205035010043 0.213577435142 0.5433 0.4629  1.6673 0.0114 0.4325 1.528 0.018 0.011 0.7502 -0.1656 0.4020
meanshift 34 27 1 0.205035010043 0.0 N/A N/A N/A N/A 1.5161 0.574 4.21 1.738 0.5740 4.2100 1.7380
meanshift 34 28 122 0.205035010043 0.390154765282 0.8829 0.5731  1.5827 0.0234 0.8812 -1.839 0.074 1.773 -1.0244 -0.1718 1.0315
meanshift 34 29 2 0.205035010043 0.104145898065 2.7604 0.6166  0.6166 0.6166 1.8532 0.479 4.841 1.316 0.3075 4.5995 1.2305
meanshift 34 30 2 0.205035010043 -0.141121069831 2.6150 0.6904  0.6904 0.6904 1.6032 0.996 4.399 1.366 0.7455 4.3035 1.1485
meanshift 34 31 5 0.205035010043 0.253835697227 2.0366 0.4443  0.6041 0.2300 0.9898 1.072 3.055 1.548 0.8082 3.1140 1.4174
meanshift 34 32 3 0.205035010043 0.307198943168 1.1640 0.4901  0.6442 0.2103 0.5215 1.825 1.306 0.327 1.6810 0.9527 0.4883
meanshift 34 33 17 0.205035010043 0.0687163998167 1.3530 0.4571  0.8584 0.0795 0.3437 2.016 1.004 1.54 1.6698 0.9843 1.2719
meanshift 34 34 1 0.205035010043 0.0 N/A N/A N/A N/A 2.1173 -2.309 1.49 2.648 -2.3090 1.4900 2.6480
kmeans 5 1 2036 0.309641805115 0.258833496273 0.6536 0.7898  4.4058 0.0041 0.3891 0.339569253438 0.661852652259 0.574066797642 0.3396 0.6619 0.5741
kmeans 5 2 3193 0.309641805115 0.23082291211 0.4274 0.6892  4.4965 0.0017 0.4152 0.0533564046351 -0.191277481992 0.442276229251 0.0534 -0.1913 0.4423
kmeans 5 3 4297 0.309641805115 0.278567965652 0.6138 0.5338  3.4709 0.0033 0.5506 -0.0810686525483 -0.946477542471 0.213914591576 -0.0811 -0.9465 0.2139
kmeans 5 4 4328 0.309641805115 0.421662621374 0.9393 0.4647  2.6405 0.0020 0.7572 -0.0174054990758 -1.58253997227 -0.0676166820702 -0.0174 -1.5825 -0.0676
kmeans 5 5 732 0.309641805115 0.314850326378 1.3276 1.0040  5.3980 0.0141 0.8237 0.368964480874 1.94681420765 0.807943989071 0.3690 1.9468 0.8079
meanshift 8 1 11959 0.332806132527 0.370327407047 0.7039 0.9201  3.6895 0.0017 0.6522 -0.0574402144772 -1.34277551385 0.0439442359249 -0.0072 -0.9532 0.1659
meanshift 8 2 404 0.332806132527 0.17891243057 0.7994 0.8688  3.0769 0.0102 0.7413 -1.64428571429 0.794 1.74328571429 -0.5316 0.4607 0.9681
meanshift 8 3 57 0.332806132527 0.104695469125 1.7869 0.7516  2.2459 0.0229 1.0700 1.5082 3.9292 1.1606 0.5485 2.8339 0.9109
meanshift 8 4 4 0.332806132527 0.756504456213 2.1920 0.6604  1.0975 0.4322 2.1194 -2.19633333333 1.526 2.557 -2.3573 1.5050 2.5313
meanshift 8 5 38 0.332806132527 0.395162549972 0.7605 0.6617  1.9425 0.0477 0.5697 0.199 -0.712 2.518 0.2535 0.0863 1.1716
meanshift 8 6 3 0.332806132527 0.572426451778 2.6778 0.6006  0.7411 0.4440 1.7920 0.479 4.841 1.316 0.3700 4.4690 1.1307
meanshift 8 7 2045 0.332806132527 0.15757747664 0.8483 0.9561  3.7612 0.0041 0.4939 1.825 1.306 0.327 0.4674 0.9969 0.6046
meanshift 8 8 76 0.332806132527 0.0698830350533 1.9217 0.7057  2.3052 0.0227 1.2435 0.574 4.21 1.738 0.2657 3.1032 1.0265
kmeans 6 1 1132 0.31282132208 0.216808650219 0.6196 0.7043  3.9336 0.0052 0.6189 -0.503451413428 -0.281463780919 0.695147526502 -0.5035 -0.2815 0.6951
kmeans 6 2 4209 0.31282132208 0.301401405151 0.6334 0.4745  2.3451 0.0028 0.5566 -0.0693960560703 -1.0149263483 0.177370871941 -0.0694 -1.0149 0.1774
kmeans 6 3 2607 0.31282132208 0.277519745348 0.3958 0.5932  2.6788 0.0017 0.3786 0.269031070196 -0.251329497507 0.329060606061 0.2690 -0.2513 0.3291
kmeans 6 4 2027 0.31282132208 0.269936343617 0.6361 0.7465  3.6298 0.0041 0.3729 0.313505180069 0.665139615195 0.567343857918 0.3135 0.6651 0.5673
kmeans 6 5 727 0.31282132208 0.320010330944 1.3223 0.9756  4.5467 0.0141 0.8080 0.39241127923 1.95093397524 0.797057771664 0.3924 1.9509 0.7971
kmeans 6 6 3884 0.31282132208 0.397910258061 0.9570 0.4517  2.6405 0.0020 0.7683 -0.0133877445932 -1.61568099897 -0.0828630278064 -0.0134 -1.6157 -0.0829
meanshift 8 1 12013 0.33636610311 0.371029543122 0.7031 0.9256  3.7672 0.0017 0.6524 -0.0566097046414 -1.31647468354 0.053400194742 -0.0070 -0.9474 0.1676
meanshift 8 2 387 0.33636610311 0.191265304323 0.8086 0.8724  3.0769 0.0102 0.7491 -1.64428571429 0.794 1.74328571429 -0.5376 0.4696 0.9814
meanshift 8 3 42 0.33636610311 0.0427575401584 1.8050 0.8300  2.2459 0.0229 1.0484 1.5082 3.9292 1.1606 0.6321 2.8247 0.9510
