# clustering total_clust clust_num n_obj t_scr c_scr rms avg_dist max_dist min_dist stdev cen_1 cen_2 cen_3 avg_col_1 avg_col_2 avg_col_3
kmeans 3 1 5217 0.456795666825 0.397257981955 0.9041 0.7306  3.8360 0.0024 0.6311 0.0873615104466 -1.14487042362 -0.88489706728 0.0874 -1.1449 -0.8849
kmeans 3 2 1393 0.456795666825 0.353845080482 1.0065 1.4500  8.1749 0.0037 0.8224 0.765206748026 0.0518916008614 0.923680545585 0.7652 0.0519 0.9237
kmeans 3 3 7485 0.456795666825 0.517452750157 1.5434 0.6139  6.0093 0.0010 0.7884 -0.295916766867 -1.74224702739 -1.94244555778 -0.2959 -1.7422 -1.9424
kmeans 4 1 5694 0.409178160603 0.402737185781 1.1177 0.5442  2.7613 0.0010 0.6526 -0.0543201615736 -1.36963540569 -1.29844977169 -0.0543 -1.3696 -1.2984
kmeans 4 2 755 0.409178160603 0.349694289107 1.2588 1.4086  7.3659 0.0037 0.8057 1.0195589404 0.486523178808 1.39569139073 1.0196 0.4865 1.3957
kmeans 4 3 5271 0.409178160603 0.459598800177 1.6438 0.5376  5.6335 0.0014 0.8089 -0.35592278505 -1.83586055777 -2.10114741036 -0.3559 -1.8359 -2.1011
kmeans 4 4 2375 0.409178160603 0.331627862673 0.6340 0.8541  3.6524 0.0030 0.5947 0.304152421053 -0.771799157895 -0.191264 0.3042 -0.7718 -0.1913
kmeans 5 1 3287 0.374927804943 0.341786949421 0.8349 0.6037  3.3021 0.0024 0.5899 0.122793732887 -1.09868360207 -0.796637055065 0.1228 -1.0987 -0.7966
kmeans 5 2 3664 0.374927804943 0.425440385098 1.7303 0.4897  5.3428 0.0022 0.8297 -0.407652019651 -1.91538373362 -2.23213673581 -0.4077 -1.9154 -2.2321
kmeans 5 3 382 0.374927804943 0.364066864171 1.6081 1.4133  6.2602 0.0184 0.8169 1.29542408377 0.941287958115 1.91861256545 1.2954 0.9413 1.9186
kmeans 5 4 5325 0.374927804943 0.38070373658 1.2787 0.4621  2.5192 0.0010 0.6871 -0.153014460094 -1.51842516432 -1.56388713615 -0.1530 -1.5184 -1.5639
kmeans 5 5 1437 0.374927804943 0.303423241141 0.6196 0.9665  4.0441 0.0037 0.6007 0.498764787752 -0.407684064022 0.363853862213 0.4988 -0.4077 0.3639
