# clustering total_clust clust_num n_obj t_scr c_scr rms avg_dist max_dist min_dist stdev cen_1 cen_2 cen_3 avg_col_1 avg_col_2 avg_col_3
meanshift 5 1 28179 0.301762719429 0.296529354541 0.7497 0.8580  3.9877 0.0010 0.7017 -1.25970309493 0.000771599479844 0.0509575552666 -1.0611 0.0663 0.2030
meanshift 5 2 459 0.301762719429 0.523806786064 1.3450 1.1412  3.8128 0.0144 0.5739 2.764 1.57371428571 2.574 1.3709 0.9423 1.3362
meanshift 5 3 1 0.301762719429 0.0 N/A N/A N/A N/A 2.7072 1.971 3.288 -2.999 1.9710 3.2880 -2.9990
meanshift 5 4 19 0.301762719429 0.587226043381 1.3402 0.6014  1.8360 0.0372 0.9802 -3.07 -0.324 -0.151 -2.2393 -0.3381 -0.1645
meanshift 5 5 273 0.301762719429 0.449860602691 1.4189 1.0539  3.4039 0.0116 1.3249 -2.482 0.2 2.306 -0.9017 0.3293 2.0955
meanshift 6 1 28015 0.287126114685 0.28051598308 0.7470 0.8439  3.9339 0.0010 0.6964 -1.27979004957 -0.00533327288115 0.0314388223915 -1.0672 0.0627 0.1938
meanshift 6 2 395 0.287126114685 0.537951380397 1.3066 0.9241  3.0484 0.0144 0.5100 2.764 1.57371428571 2.574 1.5471 0.9135 1.1481
meanshift 6 3 375 0.287126114685 0.409122467687 1.3596 0.8463  2.7389 0.0132 1.0148 -0.864166666667 0.450166666667 3.45216666667 -0.1495 0.7331 2.1309
meanshift 6 4 15 0.287126114685 0.577352052154 1.3579 0.6062  1.4723 0.0661 1.0154 -3.07 -0.324 -0.151 -2.2760 -0.3471 -0.0815
meanshift 6 5 130 0.287126114685 0.566295050324 1.3079 0.6297  2.0003 0.0116 1.3050 -2.482 0.2 2.306 -1.4169 -0.0154 1.6930
meanshift 6 6 1 0.287126114685 0.0 N/A N/A N/A N/A 2.7072 1.971 3.288 -2.999 1.9710 3.2880 -2.9990
meanshift 5 1 28169 0.311272655274 0.306342117917 0.7495 0.8570  3.9686 0.0010 0.7013 -1.26883017501 -0.00197408315684 0.0430387359269 -1.0617 0.0660 0.2024
meanshift 5 2 465 0.311272655274 0.520742081189 1.3419 1.1422  3.8128 0.0144 0.5736 2.764 1.57371428571 2.574 1.3625 0.9407 1.3361
meanshift 5 3 1 0.311272655274 0.0 N/A N/A N/A N/A 2.7072 1.971 3.288 -2.999 1.9710 3.2880 -2.9990
meanshift 5 4 279 0.311272655274 0.445484204599 1.4152 1.0565  3.4039 0.0116 1.3208 -2.482 0.2 2.306 -0.8974 0.3330 2.0886
meanshift 5 5 17 0.311272655274 0.567229958692 1.3505 0.6369  1.8360 0.0661 0.9902 -3.07 -0.324 -0.151 -2.2524 -0.3465 -0.1560
